# LinearA, AngularV, Angle
0.000000,-0.000200,-0.000001
0.000000,-0.000500,-0.000001
0.000100,-0.000900,-0.000001
-0.004500,0.056300,0.000363
-0.001100,0.014700,0.000050
-0.002900,0.053800,0.000063
-0.002600,0.053300,0.000190
-0.017700,0.052100,0.000135
-0.001100,0.075200,0.000126
-0.000700,0.066700,0.000702
-0.001000,0.107200,0.002382
0.004300,0.162300,0.000250
0.006100,0.106300,0.000276
0.008300,0.146900,0.003672
0.009500,0.146900,0.002099
0.013100,0.187300,0.001873
0.013500,0.210500,0.001914
0.021200,0.189800,0.000575
0.022500,0.189800,0.002531
0.038000,0.270200,0.001351
0.109600,0.443000,0.000360
0.110000,0.433300,0.002988
0.075200,0.312800,0.000695
0.079500,0.319900,0.002782
0.055300,0.315300,0.000798
0.009500,0.185700,0.000123
0.007300,0.176800,0.002080
0.008700,0.217200,0.003103
-0.004700,0.416300,0.000771
-0.006900,0.416300,0.009251
-0.820900,0.701700,0.000948
-0.009600,0.838900,0.002996
0.008500,0.977100,0.006514
0.241500,1.240600,0.011278
-0.638100,1.019600,0.004339
-0.002400,0.934900,0.002671
-0.919800,0.930700,0.009797
0.561900,0.959200,0.010658
-0.036400,1.271500,0.004986
0.307400,1.404200,0.018723
